"month","year","site_code","monthly_average_NO3_N"
8,2022,"LEWI",2.54815135519148
8,2022,"MART",0.0299796128829147
8,2022,"MAYF",0.0519057305815625
8,2022,"MCDI",0.729162155734095
8,2022,"MCRA",0.0123992368102588
8,2022,"OKSR",0.0715909949811531
8,2022,"POSE",0.279478960619122
8,2022,"PRIN",0.134167531692073
8,2022,"REDB",0.0558423981553071
8,2022,"SYCA",0.0369950738402313
8,2022,"TECR",0.00420880313746822
8,2022,"TOMB",0.156730298059807
8,2022,"WALK",0.0821686886800073
8,2022,"WLOU",0.025145947587232
9,2021,"BIGC",0.016237917877633
9,2021,"BLDE",0.0582634501114309
9,2021,"BLUE",0.444635933881579
9,2021,"CARI",0.456393026253416
9,2021,"COMO",0.0299271419047247
9,2021,"CUPE",0.339325105187754
9,2021,"FLNT",0.764860325936521
9,2021,"HOPB",0.0626023868396004
9,2021,"KING",0.154862802091649
9,2021,"LECO",0.153061361535139
9,2021,"LEWI",2.58471954487839
9,2021,"MART",0.0478028139468437
9,2021,"MAYF",0.0689181857960526
9,2021,"OKSR",0.103445315625
9,2021,"PRIN",0.128555490345572
9,2021,"REDB",0.00904171654786937
9,2021,"TECR",0.00842948864561107
9,2021,"TOMB",0.266012489846562
9,2021,"WALK",0.0850693950573883
9,2021,"WLOU",0.00984116578124999
9,2022,"BIGC",0.0178258999828819
9,2022,"BLDE",0.0359649332572115
9,2022,"BLWA",0.119635860006376
9,2022,"CARI",0.371207758148832
9,2022,"COMO",0.0357368248345588
9,2022,"CUPE",0.349021052454321
9,2022,"GUIL",0.289491739607892
9,2022,"HOPB",0.0908012278421626
9,2022,"KING",0.0703474181869849
9,2022,"LECO",0.153826672725552
9,2022,"LEWI",2.52488171678882
9,2022,"MART",0.0667560812074468
9,2022,"MAYF",0.0139553426753154
9,2022,"MCDI",0.750855382521552
9,2022,"MCRA",0.0142894182986931
9,2022,"OKSR",0.0745343308233173
9,2022,"POSE",0.196499432468254
9,2022,"PRIN",0.011438805
9,2022,"REDB",0.0809954707660182
9,2022,"SYCA",0.0278658193791778
9,2022,"TECR",0.0287317277964427
9,2022,"TOMB",0.178117066439036
9,2022,"WALK",0.0824624719013298
9,2022,"WLOU",0.0144447684781938
10,2021,"BIGC",0.0222250988020833
10,2021,"BLUE",0.528488743372231
10,2021,"BLWA",0.473648604661757
10,2021,"CARI",0.4472572755
10,2021,"COMO",0.0446352141972649
10,2021,"CUPE",0.336382138144947
10,2021,"FLNT",0.91177594491489
10,2021,"HOPB",0.0425660983853739
10,2021,"KING",0.153397926855919
10,2021,"LECO",0.0957976725569978
10,2021,"LEWI",2.54122903538478
10,2021,"MART",0.0319777862833059
10,2021,"MCDI",0.544381760585526
10,2021,"MCRA",0.0029696023051948
10,2021,"PRIN",0.291220100054348
10,2021,"TECR",0.0262664156582126
10,2021,"TOMB",0.338926137358803
10,2021,"WALK",0.0438647256945636
10,2021,"WLOU",0.0303338129607766
10,2022,"ARIK",0.192878617529988
10,2022,"BIGC",0.0253650589957456
10,2022,"BLDE",0.0509278041656784
10,2022,"BLWA",0.07004544416598
10,2022,"CARI",0.400664083611825
10,2022,"COMO",0.0245412771366424
10,2022,"CUPE",0.38187381205711
10,2022,"FLNT",0.863406391221165
10,2022,"HOPB",0.0494371331623932
10,2022,"KING",0.0478201607403846
10,2022,"LECO",0.0575570343378036
10,2022,"LEWI",2.43282879544345
10,2022,"MART",0.0552191622105263
10,2022,"MAYF",0.00689051825
10,2022,"MCDI",0.190893572071905
10,2022,"MCRA",0.0148100596883559
10,2022,"POSE",0.11043622246343
10,2022,"PRIN",0.132046931975569
10,2022,"REDB",0.0371148669047657
10,2022,"SYCA",0.0194010303375
10,2022,"TECR",0.025975183729949
10,2022,"TOMB",0.269655115002262
10,2022,"WALK",0.0359445857986111
10,2022,"WLOU",0.0280033147664474
11,2021,"ARIK",0.0777482464268152
11,2021,"BIGC",0.018501683475
11,2021,"BLDE",0.0305250180803571
11,2021,"BLUE",0.531515600671875
11,2021,"BLWA",0.425016000746532
11,2021,"COMO",0.073324831328125
11,2021,"CUPE",0.343316913436733
11,2021,"FLNT",1.04347622074086
11,2021,"HOPB",0.044653173198697
11,2021,"KING",0.0813631948369565
11,2021,"LECO",0.0465534316796875
11,2021,"LEWI",2.38486221835665
11,2021,"MART",0.0124149361275202
11,2021,"MCDI",0.220075784423077
11,2021,"MCRA",0.00799470951169301
11,2021,"PRIN",0.255508166069022
11,2021,"REDB",0.0241846387161654
11,2021,"TECR",0.0228203399324665
11,2021,"TOMB",0.412412473429634
11,2021,"WALK",0.0974620328311562
11,2021,"WLOU",0.0547726670804615
11,2022,"ARIK",0.0815493704679793
11,2022,"BIGC",0.0937409340234375
11,2022,"BLDE",0.0719202926846591
11,2022,"BLWA",0.161600359516353
11,2022,"CARI",0.373066879672619
11,2022,"COMO",0.0665195270445906
11,2022,"CUPE",0.423871201996055
11,2022,"FLNT",0.788907726241153
11,2022,"HOPB",0.0645980062484657
11,2022,"LECO",0.0986862615031835
11,2022,"LEWI",2.30787264189962
11,2022,"MART",0.0409602690807754
11,2022,"MAYF",0.00487389111233585
11,2022,"MCDI",0.265294858600395
11,2022,"MCRA",0.0144222206249459
11,2022,"POSE",0.207789456359606
11,2022,"PRIN",0.253605866253318
11,2022,"REDB",0.0185430491080134
11,2022,"SYCA",0.0888485990954969
11,2022,"TECR",0.0348063027764653
11,2022,"TOMB",0.281735303711312
11,2022,"WALK",0.0160047867612078
11,2022,"WLOU",0.0924447059108217
12,2021,"ARIK",0.103173393322838
12,2021,"BIGC",0.0768190503556922
12,2021,"BLDE",0.082203994401567
12,2021,"BLUE",0.543183378423913
12,2021,"BLWA",0.474691742453459
12,2021,"COMO",0.108545672008929
12,2021,"CUPE",0.358442801700121
12,2021,"FLNT",0.67550082909375
12,2021,"HOPB",0.061994907816446
12,2021,"KING",0.0392612777064474
12,2021,"LECO",0.136923980572656
12,2021,"LEWI",2.43835700251069
12,2021,"MART",0.00200366512152788
12,2021,"MAYF",0.0201197865430672
12,2021,"MCDI",0.17885117560741
12,2021,"MCRA",0.00655348203125
12,2021,"POSE",0.290283805248383
12,2021,"PRIN",0.221507454539053
12,2021,"REDB",0.0245721287543299
12,2021,"TECR",0.00819179727272727
12,2021,"TOMB",0.367743174471152
12,2021,"WALK",0.0390926536253289
12,2021,"WLOU",0.0612166225062134
12,2022,"BIGC",0.0759324703260365
12,2022,"BLDE",0.12489064328125
12,2022,"BLWA",0.535866975607604
12,2022,"CARI",0.383763984713429
12,2022,"COMO",0.0874293341693009
12,2022,"CUPE",0.43619483268906
12,2022,"FLNT",0.676283366533706
12,2022,"GUIL",0.549031632728573
12,2022,"HOPB",0.0788921606806486
12,2022,"LECO",0.172278996010622
12,2022,"LEWI",2.61084158965615
12,2022,"MART",0.0165900129331109
12,2022,"MAYF",0.0274389928043343
12,2022,"MCRA",0.00832709560318551
12,2022,"POSE",0.41064592662674
12,2022,"PRIN",0.514268910655281
12,2022,"REDB",0.00627077054434551
12,2022,"TECR",0.0360400379454787
12,2022,"TOMB",0.44512710388638
12,2022,"WALK",0.0404511223221007
12,2022,"WLOU",0.0944831226442308
