"season","year","site_code","season_avg"
"Winter",2021,"MART",0.898432
"Winter",2021,"MAYF",2.39338492061905
"Winter",2021,"MCDI",1.25378571425
"Winter",2021,"MCRA",0.9731
"Winter",2021,"POSE",1.33716533334
"Winter",2021,"REDB",1.11083578429412
"Winter",2021,"SYCA",2.20054166666667
"Winter",2021,"TECR",2.14584615381818
"Winter",2021,"TOMB",3.77441397851613
"Winter",2021,"WALK",1.98075203963636
"Winter",2022,"ARIK",6.550344086
"Winter",2022,"BIGC",1.8675
"Winter",2022,"BLUE",0.89985
"Winter",2022,"BLWA",2.69070608108108
"Winter",2022,"CARI",1.5465
"Winter",2022,"CUPE",0.596475
"Winter",2022,"GUIL",1.377
"Winter",2022,"HOPB",2.74492118227586
"Winter",2022,"LECO",0.955680535714286
"Winter",2022,"LEWI",0.997014166681818
"Winter",2022,"MART",1.21931139601852
"Winter",2022,"MAYF",2.10646568626471
"Winter",2022,"MCDI",1.37025
"Winter",2022,"MCRA",0.854271621594595
"Winter",2022,"POSE",1.45511742429545
"Winter",2022,"PRIN",2.30516666669231
"Winter",2022,"REDB",1.222
"Winter",2022,"SYCA",6.17263222221667
"Winter",2022,"TECR",2.69033333333333
"Winter",2022,"TOMB",3.56044444444444
"Winter",2022,"WALK",1.0243064423
